sum0,sum1
-610206,279149
-993011,-14295
876014,-906130
-615801,713783
702135,-332418
301397,-175666
83874,-790348
990039,775024
-915735,605504
-982593,-657011
367637,-441793
271658,-480862
152711,461195
793779,501653
71695,605931
-802308,-951595
-537988,-759182
797805,-886944
-895940,778147
750837,435823
323201,-89390
305458,124048
-283004,329229
442459,-382308
-946317,442096
-738777,344838
694301,128205
901527,963165
-266894,-583795
889819,-223465
523244,527010
-98407,-295315
-774822,-638044
-473020,-393900
-718703,-466135
66597,-361614
724212,-156312
745619,36317
776654,473145
821390,512882
400186,-566980
-700802,907919
567052,-797902
297141,882499
719630,630793
478934,-915477
211879,617794
-764744,-488346
-62865,-962743
213137,-774805
-440671,869479
-43950,-908725
682987,271621
-147393,31604
-821989,85126
-10708,-744357
496340,-32485
398336,-390944
527239,-455251
939112,296615
-330284,135641
655060,554501
-858238,-135963
432622,48770
-223936,407121
-552810,-177095
-338189,-731259
74416,352728
624518,-558685
-844416,833480
627963,-876570
77039,-691477
132385,194057
-895298,-910899
-480193,-117470
-407646,-502524
856545,987550
284698,855009
-945228,778147
164478,-913375
-974263,-312016
690115,-135234
-377224,-448979
-596610,564226
-440776,886122
266563,107466
431565,-998732
782859,-479067
-400295,751105
-675862,-675177
-199871,459906
-485530,-968233
-88873,512598
-596831,838553
19188,260691
-812444,474347
-597589,917128
555915,700997
-796588,-631051
395057,34194
-439553,-309011
-799293,-87584
-72941,947812
-261923,84205
380790,642174
-539925,241864
437292,-413497
856944,53048
467051,-755584
686411,-758300
-887232,-872391
-60756,206738
236553,976464
-572498,827721
-762505,-983617
395299,-296218
-885167,-588344
298674,950501
953186,-378522
-766606,-450642
-687843,-429881
-206744,-208957
690318,-197594
-121042,-498821
-334397,-134319
-323214,-449132
-10313,598443
-961689,-94557
-989751,-794791
963918,-735529
675710,636433
-53004,919246
-548125,-681271
508012,582857
734842,-623452
-315239,-677033
500953,2264
-518641,911525
-672575,33149
-70402,-507821
-448171,284119
369438,-310767
882167,-553598
306432,208532
-427160,-408365
582029,-686507
204549,701088
600656,498498
85680,-818289
-547403,53419
-631392,344836
-342868,995261
162336,-958719
-146121,113807
473181,-302991
-725135,-27920
880170,-49513
-382667,784867
795284,-351194
-121460,-775969
-432092,-416752
680710,-869983
282831,-175143
784618,856299
202567,-224793
512968,713374
929754,-841114
892449,102152
-884366,507909
856750,-205794
316040,514486
-212527,-454047
-921502,314750
722325,892078
455544,901993
-397203,721734
696366,-833083
-820435,513801
-463840,-731438
149959,-145697
155452,-234324
454456,782195
-51469,-190607
811738,38858
-555216,265771
808349,-41677
-631022,-574236
553031,-765431
126049,-58776
954080,-895326
-354083,-914416
-84927,470815
-405046,386338
-641725,716051
277185,-777351
371789,171003
-102585,-206870
-901816,-55473
979512,-178162
451406,43944
-937046,115812
-897836,258505
744175,-764987
416678,-61574
-430876,649571
-746394,710007
687671,37845
377519,-76186
-456229,-881939
-757418,-218653
-812289,336544
-546037,631267
155785,-680229
-82800,-738836
-57530,540946
551121,8334
-206067,528451
-58907,-356327
537093,-339673
-340869,-931276
-698750,-72584
-62696,121311
-162868,252366
160365,-519704
-447825,-658719
-506205,-478938
757982,-36069
339326,-634108
-635185,-590685
108399,-131034
-921983,-257356
185070,896508
382350,811278
631532,389184
-917290,-398995
977140,626050
-643264,186149
-390846,-21679
-292294,215602
-691529,659256
990134,-839741
283608,629169
423253,-598739
-112573,573172
-642366,-911320
-417144,-56440
-358185,828530
394076,219508
-628462,195026
-803916,865227
230314,-332416
-424984,240163
-263466,778791
386524,103761
214049,-297220
959146,-549107
921031,-315732
-137188,-813803
-781025,-203848
614279,-248129
173852,640778
-677352,-729237
233853,-811817
-973444,324162
-371485,-354763
-583417,495677
-945271,894949
166978,-214782
-838012,191318
-643360,548752
-927303,-550906
-494795,194726
-781128,-169490
658950,-30475
-959311,-112285
-674737,811819
140924,-417225
-486567,-974433
761100,-300257
-796138,635556
359270,-882277
-747743,628287
-975178,319668
-669377,518356
75602,311763
903063,-7445
997084,322065
932346,808532
-167227,-176228
-871588,37579
986572,192932
-24154,-517069
-975454,-926889
693942,400576
-747652,699752
-773662,416456
-157751,-128279
825372,-689857
52395,134422
-175418,-10308
-163336,487199
-268078,-93088
-881280,-642079
-780781,-244741
-472574,-72622
154459,-896307
-936061,-615309
561876,-835106
-175099,771138
-238892,145225
-187221,-595291
554084,-458769
-263888,-641230
-742232,459929
-818721,-660189
710545,420547
-880730,-740059
-563646,853843
691186,-323204
677072,543263
-317053,-136959
241387,385371
352667,-701981
-20528,-542157
224137,-920865
-191041,413441
-725818,-518185
-113329,-427290
947200,307284
-578531,-266916
-655829,56418
-863892,-774442
524368,536888
116519,-549882
-94828,-653351
-583545,201258
-485851,-84476
-320053,393060
660362,663580
-602598,598573
-475393,-84893
-492869,728620
543181,39685
661034,-484603
494809,-831398
-774470,216684
-603381,326592
-267651,659211
376357,-835527
95697,947921
-678516,709486
691987,-588371
96077,-882552
684776,865397
-740885,-822150
757963,174819
663877,163947
315706,766636
933538,486955
-472601,775625
730236,565637
-293401,-105060
768142,-243421
817890,-781471
335560,-414692
-904379,104769
-297371,-144203
-828190,-952352
545657,419990
-704805,914260
275197,186414
-721357,885175
-694361,762289
-214618,-688302
643860,-169615
-531085,965208
-359630,-40868
67304,-675882
-174380,-416769
368971,-616303
-786258,848098
964136,-552455
-997352,-787407
983007,932663
-310534,-51510
374493,963081
-136471,-30662
809991,211689
-767316,-630925
222042,-281519
930321,670791
-266597,-932465
-259824,941658
347719,-689902
742755,28967
5926,-104033
-758381,749723
660014,-364421
448139,791083
-699323,327946
930882,-971531
-311144,609562
244708,-140327
-167040,842568
806750,-97625
-135785,-666048
-460585,-545495
748226,-366621
-780755,910143
-413535,594502
351134,-536902
234057,-42052
-607879,302157
-819366,574070
983830,-677653
-392932,-409687
758706,559648
445187,-60203
312420,587586
-687311,-953580
-515274,-309511
-830393,977751
-628776,-574949
-19458,730555
816072,194036
241567,-750251
-700593,-341559
68883,-544233
312248,-222177
935366,72163
-37840,-571913
-297000,458952
289160,830898
-641928,-380900
663154,850006
649293,36883
-627764,414318
-505533,840668
976178,316829
-56164,-621226
-89659,-555090
614019,775252
-470064,-891199
624713,174077
-888468,491701
-874820,-356324
-396895,-431477
-964712,-318327
-2261,-546653
780137,911709
-861829,-141190
931416,-834851
-62653,-806301
977077,680141
-763957,-483916
-462576,-663048
890998,-376560
925541,-212106
-753266,851005
-684757,915275
-870406,-364705
-907007,-227430
-839304,481753
30854,-341456
768537,-844558
-99325,-196741
-874204,825917
108912,529679
94766,994793
793275,184031
-204023,503890
-843982,-762463
-405365,497790
-680781,996758
871876,-948895
156324,-911969
484030,-479879
-962060,6241
507319,-404894
600957,504551
-490604,582884
-825685,-987147
862781,695988
-145983,135496
583267,-999676
-934655,989763
-247726,-400085
-210671,-376052
941268,327261
-859136,-41295
571601,-832931
355062,416296
190682,713908
747549,730805
-484195,-554351
-40611,739917
826279,905660
-729494,-467587
324820,-278985
-838009,908205
-836228,384918
255312,463853
-287978,887428
979850,-611386
-558233,979980
-134087,-532989
-590157,967696
-505363,-339203
339879,-65584
-985853,-319078
257347,786355
254229,381312
737171,-983488
-640569,-585410
-331307,-531057
509179,135506
-214172,269803
-868482,528253
-438162,-196126
-894086,50532
-950603,-515570
761247,119561
-481381,-767615
271720,426822
973658,178210
-82952,-130169
232522,-795396
725329,509226
-708089,560268
335150,60515
-872969,643096
178190,484461
104539,-85534
611760,616355
278957,-298267
-97553,-613645
1277,66201
892879,-513762
385518,600955
901268,-976284
-969774,360115
514286,-534933
224301,172161
688985,522296
-813346,394373
-425908,968325
-101460,-406310
-294698,485643
392012,284485
-372250,-312501
-272400,-693229
916599,407135
-488769,102078
-262727,921439
-249158,-447939
921752,-904228
700814,682596
-174764,66284
-288236,165874
-877161,-819526
97831,66308
-880884,-198653
739022,-973167
-398699,647739
-393193,-159381
331952,-761634
-275280,-427782
-95509,329444
624539,371308
510784,137755
-723972,-75926
524920,860304
-210754,-20565
-761311,-973835
-109710,568210
-704144,-142530
981120,-856385
-867263,-76221
898201,986041
185262,398819
-485037,-139857
150168,-774207
-751333,-942128
-148761,-901988
695846,-615906
-6803,-838887
980032,-171090
753397,492139
-535792,-324966
-360249,-707442
237564,662051
622729,27329
574266,174051
984584,-779115
-622406,964336
806276,815904
-390235,-767389
-896906,976111
-289606,-740548
37139,-813718
-184678,509110
816949,-715961
-262125,261494
551925,-444136
-650276,-929519
415196,-796688
588170,275972
493799,-691633
507897,-770149
-248015,406320
676856,257333
726836,28359
-673013,-942957
-956468,48277
420843,-688106
-152058,-28385
-732253,748849
-6746,-430672
-372924,392337
-444508,941569
636124,588278
-148137,-865598
-884253,672771
432887,-620457
348870,372723
-82044,578083
-450093,-126251
243790,-758175
481216,-266100
628932,-802582
87979,-363466
-286210,-356084
121688,659143
-643463,-208237
950770,-780881
-696994,-724206
339006,136763
-625387,333295
223457,904514
-910528,-66185
425985,554885
989459,534630
482827,-943173
-478429,979519
-487325,-879761
-143327,933390
-473217,144260
-906925,-571187
-572921,270740
-744144,622677
-539185,-250286
279673,786880
-376329,-11662
-737761,879890
555623,776519
-533177,-805554
-856699,-505175
-241001,825075
-334567,325137
494883,764306
823119,-380090
610374,-233905
389008,-556499
-813447,944587
134240,-721145
-964727,90174
355097,-644653
-942887,704844
-921830,-604754
-271339,353725
-859252,-70881
732109,-338552
-904635,-737001
-412197,915495
-213008,-796916
-954615,-980346
503244,566612
143818,-614573
-388136,889209
613963,637887
-535826,-188303
-391858,200706
-188547,106064
-466733,-970039
154205,144528
-826126,758973
-417875,257010
227140,465564
1145,-121532
-445337,-49882
472100,211336
600599,-957327
552998,870753
-297651,-987953
-181679,391209
41883,761789
534659,-518773
-283576,230127
76488,681043
-545883,106707
-589162,-790869
-614954,273076
343706,-638232
808074,486635
269156,-736469
-669128,420745
478369,495219
538026,-952635
-561299,-918451
119994,550111
-830494,882432
851855,400244
701220,-120580
-454532,446140
635774,5166
264635,-511568
-456390,-32177
-425386,5659
-789499,224118
-127078,178180
110485,-221003
-249796,130207
938225,162187
-861377,-108085
-93816,205398
160966,750287
-692839,32565
-842403,-119893
589019,-867069
-831562,321524
674887,464307
803952,-526771
797289,433395
-993495,885999
-77274,-877671
193717,136878
-66573,-590163
938646,801884
-145449,-553068
263886,654579
-112222,-470601
414158,-862757
180687,36907
-181122,-304032
629394,73042
-270942,-20102
-632099,-740247
-245461,-26491
-924345,-310171
-842786,-908561
439954,-376889
-175445,444200
521411,-752837
549505,532653
249172,555187
97411,-81923
-684343,-77400
590491,33257
-169334,-717625
262408,-778360
-59653,-261096
122059,-625479
37956,895640
518936,693682
510408,193317
428171,669209
-370058,-189305
424489,-675854
178606,-146935
797968,-817307
229025,-595685
184778,451654
649004,-99183
-870247,-802323
-987742,81884
-383796,900415
-862894,-494332
-208606,-257217
409561,448819
89627,190462
417309,-246844
-65010,472507
-24622,-498309
-51219,-52696
228740,-323888
123422,426246
-579462,125478
-445619,-266280
-93291,-112412
-88922,-375062
415661,767686
403988,-721408
90296,838554
-268941,540387
-25026,147106
166382,-834769
-399494,781764
716664,536630
206308,-571893
766759,995841
-944436,-279796
895478,-394519
-851740,-605308
-806027,-314848
56071,-304967
-944283,4581
46970,-171154
-390239,-597790
-642786,-90534
972916,-456426
-96465,685173
-22584,-207483
255056,147157
107404,-909401
-921638,194772
-168922,-406807
668467,-96017
-361197,962994
90010,862314
571167,297365
466183,117058
-727444,516612
-759193,687565
-835268,-667843
895970,179431
-998337,-586050
211167,803776
483949,704798
324566,-282926
795041,-334418
648166,230576
105746,942597
-40058,247714
-796862,725562
-1728,-678443
-252319,389021
279285,-853690
683350,934094
116360,-821907
-909736,-946962
632939,-653567
211394,392952
-106887,-275497
105489,560195
-928792,221369
-344213,-727453
